Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UZC46048,B.1.1,ORF10 protein,38,United Kingdom,2020-04-22,2020,4,22
UZC46205,B.1,ORF1ab polyprotein,7096,United Kingdom,2020-05-06,2020,5,6
UZC46206,B.1,ORF1a polyprotein,4405,United Kingdom,2020-05-06,2020,5,6
UZC46207,B.1,surface glycoprotein,1273,United Kingdom,2020-05-06,2020,5,6
UZC46208,B.1,ORF3a protein,275,United Kingdom,2020-05-06,2020,5,6
UZC46209,B.1,envelope protein,75,United Kingdom,2020-05-06,2020,5,6
UZC46210,B.1,membrane glycoprotein,222,United Kingdom,2020-05-06,2020,5,6
UZC46211,B.1,ORF6 protein,61,United Kingdom,2020-05-06,2020,5,6
UZC46212,B.1,ORF7a protein,121,United Kingdom,2020-05-06,2020,5,6
UZC46213,B.1,ORF7b protein,43,United Kingdom,2020-05-06,2020,5,6
UZC46214,B.1,ORF8 protein,121,United Kingdom,2020-05-06,2020,5,6
UZC46215,B.1,nucleocapsid phosphoprotein,419,United Kingdom,2020-05-06,2020,5,6
UZC46216,B.1,ORF10 protein,38,United Kingdom,2020-05-06,2020,5,6
UZC46217,B.1.418,ORF1ab polyprotein,7096,United Kingdom,2020-05-11,2020,5,11
UZC46218,B.1.418,ORF1a polyprotein,4405,United Kingdom,2020-05-11,2020,5,11
UZC46219,B.1.418,surface glycoprotein,1273,United Kingdom,2020-05-11,2020,5,11
UZC46220,B.1.418,ORF3a protein,275,United Kingdom,2020-05-11,2020,5,11
UZC46221,B.1.418,envelope protein,75,United Kingdom,2020-05-11,2020,5,11
UZC46222,B.1.418,membrane glycoprotein,222,United Kingdom,2020-05-11,2020,5,11
UZC46223,B.1.418,ORF6 protein,61,United Kingdom,2020-05-11,2020,5,11
UZC46224,B.1.418,ORF7a protein,121,United Kingdom,2020-05-11,2020,5,11
UZC46225,B.1.418,ORF7b protein,43,United Kingdom,2020-05-11,2020,5,11
UZC46226,B.1.418,ORF8 protein,121,United Kingdom,2020-05-11,2020,5,11
UZC46227,B.1.418,nucleocapsid phosphoprotein,419,United Kingdom,2020-05-11,2020,5,11
UZC46228,B.1.418,ORF10 protein,38,United Kingdom,2020-05-11,2020,5,11
UZC46324,B.1.40,ORF1ab polyprotein,7096,United Kingdom,2020-03-22,2020,3,22
UZC46325,B.1.40,ORF1a polyprotein,4405,United Kingdom,2020-03-22,2020,3,22
UZC46326,B.1.40,surface glycoprotein,1273,United Kingdom,2020-03-22,2020,3,22
UZC46327,B.1.40,ORF3a protein,275,United Kingdom,2020-03-22,2020,3,22
UZC46328,B.1.40,envelope protein,75,United Kingdom,2020-03-22,2020,3,22
UZC46329,B.1.40,membrane glycoprotein,222,United Kingdom,2020-03-22,2020,3,22
UZC46330,B.1.40,ORF6 protein,61,United Kingdom,2020-03-22,2020,3,22
UZC46331,B.1.40,ORF7a protein,121,United Kingdom,2020-03-22,2020,3,22
UZC46332,B.1.40,ORF7b protein,43,United Kingdom,2020-03-22,2020,3,22
UZC46333,B.1.40,ORF8 protein,121,United Kingdom,2020-03-22,2020,3,22
UZC46334,B.1.40,nucleocapsid phosphoprotein,419,United Kingdom,2020-03-22,2020,3,22
UZC46335,B.1.40,ORF10 protein,38,United Kingdom,2020-03-22,2020,3,22
UYK43718,AY.4,ORF1ab polyprotein,7096,United Kingdom,2022-03-28,2022,3,28
UYK43719,AY.4,ORF1a polyprotein,4405,United Kingdom,2022-03-28,2022,3,28
UYK43720,AY.4,surface glycoprotein,1271,United Kingdom,2022-03-28,2022,3,28
UYK43721,AY.4,ORF3a protein,275,United Kingdom,2022-03-28,2022,3,28
UYK43722,AY.4,envelope protein,75,United Kingdom,2022-03-28,2022,3,28
UYK43723,AY.4,membrane glycoprotein,222,United Kingdom,2022-03-28,2022,3,28
UYK43724,AY.4,ORF6 protein,61,United Kingdom,2022-03-28,2022,3,28
UYK43725,AY.4,ORF7a protein,121,United Kingdom,2022-03-28,2022,3,28
UYK43726,AY.4,ORF7b protein,43,United Kingdom,2022-03-28,2022,3,28
UYK43727,AY.4,ORF8 protein,119,United Kingdom,2022-03-28,2022,3,28
UYK43728,AY.4,nucleocapsid phosphoprotein,419,United Kingdom,2022-03-28,2022,3,28
UYK43729,AY.4,ORF10 protein,38,United Kingdom,2022-03-28,2022,3,28
UYK43730,BA.2.3,ORF1ab polyprotein,7096,United Kingdom,2022-03-28,2022,3,28
UYK43731,BA.2.3,ORF1a polyprotein,4405,United Kingdom,2022-03-28,2022,3,28
UYK43732,BA.2.3,surface glycoprotein,1273,United Kingdom,2022-03-28,2022,3,28
UYK43733,BA.2.3,ORF3a protein,275,United Kingdom,2022-03-28,2022,3,28
UYK43734,BA.2.3,envelope protein,75,United Kingdom,2022-03-28,2022,3,28
UYK43735,BA.2.3,membrane glycoprotein,222,United Kingdom,2022-03-28,2022,3,28
UYK43736,BA.2.3,ORF6 protein,61,United Kingdom,2022-03-28,2022,3,28
UYK43737,BA.2.3,ORF7a protein,121,United Kingdom,2022-03-28,2022,3,28
UYK43738,BA.2.3,ORF7b protein,43,United Kingdom,2022-03-28,2022,3,28
UYK43739,BA.2.3,ORF8 protein,121,United Kingdom,2022-03-28,2022,3,28
UYK43740,BA.2.3,nucleocapsid phosphoprotein,419,United Kingdom,2022-03-28,2022,3,28
UYK43741,BA.2.3,ORF10 protein,38,United Kingdom,2022-03-28,2022,3,28
UHM88331,B.1,ORF1ab polyprotein,7096,United Kingdom,2020-03-19,2020,3,19
UHM88332,B.1,ORF1a polyprotein,4405,United Kingdom,2020-03-19,2020,3,19
UHM88333,B.1,surface glycoprotein,1273,United Kingdom,2020-03-19,2020,3,19
UHM88334,B.1,ORF3a protein,275,United Kingdom,2020-03-19,2020,3,19
UHM88335,B.1,envelope protein,75,United Kingdom,2020-03-19,2020,3,19
UHM88336,B.1,membrane glycoprotein,222,United Kingdom,2020-03-19,2020,3,19
UHM88337,B.1,ORF6 protein,61,United Kingdom,2020-03-19,2020,3,19
UHM88338,B.1,ORF7a protein,121,United Kingdom,2020-03-19,2020,3,19
UHM88339,B.1,ORF7b protein,43,United Kingdom,2020-03-19,2020,3,19
UHM88340,B.1,ORF8 protein,121,United Kingdom,2020-03-19,2020,3,19
UHM88341,B.1,nucleocapsid phosphoprotein,419,United Kingdom,2020-03-19,2020,3,19
UHM88342,B.1,ORF10 protein,38,United Kingdom,2020-03-19,2020,3,19
UJE15743,B.1.238,ORF1ab polyprotein,7096,United Kingdom,2020-07-15,2020,7,15
UJE15744,B.1.238,ORF1a polyprotein,4405,United Kingdom,2020-07-15,2020,7,15
UJE15745,B.1.238,surface glycoprotein,1273,United Kingdom,2020-07-15,2020,7,15
UJE15746,B.1.238,ORF3a protein,275,United Kingdom,2020-07-15,2020,7,15
UJE15747,B.1.238,envelope protein,75,United Kingdom,2020-07-15,2020,7,15
UJE15748,B.1.238,membrane glycoprotein,222,United Kingdom,2020-07-15,2020,7,15
UJE15749,B.1.238,ORF6 protein,61,United Kingdom,2020-07-15,2020,7,15
UJE15750,B.1.238,ORF7a protein,121,United Kingdom,2020-07-15,2020,7,15
UJE15751,B.1.238,ORF7b protein,43,United Kingdom,2020-07-15,2020,7,15
UJE15752,B.1.238,ORF8 protein,121,United Kingdom,2020-07-15,2020,7,15
UJE15753,B.1.238,nucleocapsid phosphoprotein,419,United Kingdom,2020-07-15,2020,7,15
UJE15754,B.1.238,ORF10 protein,38,United Kingdom,2020-07-15,2020,7,15
UHO53129,BA.1.17.2,ORF1ab polyprotein,7092,United Kingdom,2021-11-27,2021,11,27
UHO53130,BA.1.17.2,ORF1a polyprotein,4401,United Kingdom,2021-11-27,2021,11,27
UHO53131,BA.1.17.2,surface glycoprotein,1270,United Kingdom,2021-11-27,2021,11,27
UHO53132,BA.1.17.2,ORF3a protein,275,United Kingdom,2021-11-27,2021,11,27
UHO53133,BA.1.17.2,envelope protein,75,United Kingdom,2021-11-27,2021,11,27
UHO53134,BA.1.17.2,membrane glycoprotein,222,United Kingdom,2021-11-27,2021,11,27
UHO53135,BA.1.17.2,ORF6 protein,61,United Kingdom,2021-11-27,2021,11,27
UHO53136,BA.1.17.2,ORF7a protein,121,United Kingdom,2021-11-27,2021,11,27
UHO53137,BA.1.17.2,ORF7b protein,43,United Kingdom,2021-11-27,2021,11,27
UHO53138,BA.1.17.2,ORF8 protein,121,United Kingdom,2021-11-27,2021,11,27
UHO53139,BA.1.17.2,nucleocapsid phosphoprotein,416,United Kingdom,2021-11-27,2021,11,27
UHO53140,BA.1.17.2,ORF10 protein,38,United Kingdom,2021-11-27,2021,11,27
QZZ41070,A.5,ORF1ab polyprotein,7096,United Kingdom,2020-01-29,2020,1,29
QZZ41071,A.5,ORF1a polyprotein,4405,United Kingdom,2020-01-29,2020,1,29
QZZ41072,A.5,surface glycoprotein,1273,United Kingdom,2020-01-29,2020,1,29
QZZ41073,A.5,ORF3a protein,275,United Kingdom,2020-01-29,2020,1,29
QZZ41074,A.5,envelope protein,75,United Kingdom,2020-01-29,2020,1,29
QZZ41075,A.5,membrane glycoprotein,222,United Kingdom,2020-01-29,2020,1,29
QZZ41076,A.5,ORF6 protein,61,United Kingdom,2020-01-29,2020,1,29
QZZ41077,A.5,ORF7a protein,121,United Kingdom,2020-01-29,2020,1,29
QZZ41078,A.5,ORF7b protein,43,United Kingdom,2020-01-29,2020,1,29
QZZ41079,A.5,ORF8 protein,121,United Kingdom,2020-01-29,2020,1,29
QZZ41080,A.5,nucleocapsid phosphoprotein,419,United Kingdom,2020-01-29,2020,1,29
QZZ41081,A.5,ORF10 protein,38,United Kingdom,2020-01-29,2020,1,29
QZZ41154,B,ORF1ab polyprotein,7096,United Kingdom,2020-01-29,2020,1,29
QZZ41155,B,ORF1a polyprotein,4405,United Kingdom,2020-01-29,2020,1,29
QZZ41156,B,surface glycoprotein,1273,United Kingdom,2020-01-29,2020,1,29
QZZ41157,B,ORF3a protein,275,United Kingdom,2020-01-29,2020,1,29
QZZ41158,B,envelope protein,75,United Kingdom,2020-01-29,2020,1,29
QZZ41159,B,membrane glycoprotein,222,United Kingdom,2020-01-29,2020,1,29
QZZ41160,B,ORF6 protein,61,United Kingdom,2020-01-29,2020,1,29
QZZ41161,B,ORF7a protein,121,United Kingdom,2020-01-29,2020,1,29
QZZ41162,B,ORF7b protein,43,United Kingdom,2020-01-29,2020,1,29
QZZ41163,B,ORF8 protein,121,United Kingdom,2020-01-29,2020,1,29
QZZ41164,B,nucleocapsid phosphoprotein,419,United Kingdom,2020-01-29,2020,1,29
QZZ41165,B,ORF10 protein,38,United Kingdom,2020-01-29,2020,1,29
QWP89175,B.1.1.7,ORF1ab polyprotein,7093,United Kingdom,2020-11-24,2020,11,24
QWP89176,B.1.1.7,ORF1a polyprotein,4402,United Kingdom,2020-11-24,2020,11,24
QWP89177,B.1.1.7,surface glycoprotein,1270,United Kingdom,2020-11-24,2020,11,24
QWP89178,B.1.1.7,ORF3a protein,275,United Kingdom,2020-11-24,2020,11,24
QWP89179,B.1.1.7,envelope protein,75,United Kingdom,2020-11-24,2020,11,24
QWP89180,B.1.1.7,membrane glycoprotein,222,United Kingdom,2020-11-24,2020,11,24
QWP89181,B.1.1.7,ORF6 protein,61,United Kingdom,2020-11-24,2020,11,24
QWP89182,B.1.1.7,ORF7a protein,121,United Kingdom,2020-11-24,2020,11,24
QWP89183,B.1.1.7,ORF7b protein,43,United Kingdom,2020-11-24,2020,11,24
QWP89184,B.1.1.7,,26,United Kingdom,2020-11-24,2020,11,24
QWP89185,B.1.1.7,nucleocapsid phosphoprotein,419,United Kingdom,2020-11-24,2020,11,24
QWP89186,B.1.1.7,ORF10 protein,38,United Kingdom,2020-11-24,2020,11,24
QNH88646,B.1.222,ORF1ab polyprotein,7096,United Kingdom,2020-06-18,2020,6,18
QNH88647,B.1.222,ORF1a polyprotein,4405,United Kingdom,2020-06-18,2020,6,18
QNH88648,B.1.222,surface glycoprotein,1273,United Kingdom,2020-06-18,2020,6,18
QNH88649,B.1.222,ORF3a protein,275,United Kingdom,2020-06-18,2020,6,18
QNH88650,B.1.222,envelope protein,75,United Kingdom,2020-06-18,2020,6,18
QNH88651,B.1.222,membrane glycoprotein,222,United Kingdom,2020-06-18,2020,6,18
QNH88652,B.1.222,ORF6 protein,61,United Kingdom,2020-06-18,2020,6,18
QNH88653,B.1.222,ORF7a protein,121,United Kingdom,2020-06-18,2020,6,18
QNH88654,B.1.222,ORF7b protein,43,United Kingdom,2020-06-18,2020,6,18
QNH88655,B.1.222,ORF8 protein,121,United Kingdom,2020-06-18,2020,6,18
QNH88656,B.1.222,nucleocapsid phosphoprotein,419,United Kingdom,2020-06-18,2020,6,18
QNH88657,B.1.222,ORF10 protein,38,United Kingdom,2020-06-18,2020,6,18
QNH88658,B.1.222,ORF1ab polyprotein,7096,United Kingdom,2020-04-11,2020,4,11
QNH88659,B.1.222,ORF1a polyprotein,4405,United Kingdom,2020-04-11,2020,4,11
QNH88660,B.1.222,surface glycoprotein,1273,United Kingdom,2020-04-11,2020,4,11
QNH88661,B.1.222,ORF3a protein,275,United Kingdom,2020-04-11,2020,4,11
QNH88662,B.1.222,envelope protein,75,United Kingdom,2020-04-11,2020,4,11
QNH88663,B.1.222,membrane glycoprotein,222,United Kingdom,2020-04-11,2020,4,11
QNH88664,B.1.222,ORF6 protein,61,United Kingdom,2020-04-11,2020,4,11
QNH88665,B.1.222,ORF7a protein,121,United Kingdom,2020-04-11,2020,4,11
QNH88666,B.1.222,ORF7b protein,43,United Kingdom,2020-04-11,2020,4,11
QNH88667,B.1.222,ORF8 protein,121,United Kingdom,2020-04-11,2020,4,11
QNH88668,B.1.222,nucleocapsid phosphoprotein,419,United Kingdom,2020-04-11,2020,4,11
QNH88669,B.1.222,ORF10 protein,38,United Kingdom,2020-04-11,2020,4,11
QPC41142,B.1.1,ORF1ab polyprotein,7096,United Kingdom,2020-03-29,2020,3,29
QPC41143,B.1.1,ORF1a polyprotein,4405,United Kingdom,2020-03-29,2020,3,29
QPC41144,B.1.1,surface glycoprotein,1273,United Kingdom,2020-03-29,2020,3,29
QPC41145,B.1.1,ORF3a protein,275,United Kingdom,2020-03-29,2020,3,29
QPC41146,B.1.1,envelope protein,75,United Kingdom,2020-03-29,2020,3,29
QPC41147,B.1.1,membrane glycoprotein,222,United Kingdom,2020-03-29,2020,3,29
QPC41148,B.1.1,ORF6 protein,61,United Kingdom,2020-03-29,2020,3,29
QPC41149,B.1.1,ORF7a protein,121,United Kingdom,2020-03-29,2020,3,29
QPC41150,B.1.1,ORF7b protein,43,United Kingdom,2020-03-29,2020,3,29
QPC41151,B.1.1,ORF8 protein,121,United Kingdom,2020-03-29,2020,3,29
QPC41152,B.1.1,nucleocapsid phosphoprotein,419,United Kingdom,2020-03-29,2020,3,29
QPC41153,B.1.1,ORF10 protein,38,United Kingdom,2020-03-29,2020,3,29
QOS14143,A,ORF1ab polyprotein,7096,United Kingdom,2020-01-29,2020,1,29
QOS14144,A,ORF1a polyprotein,4405,United Kingdom,2020-01-29,2020,1,29
QOS14145,A,surface glycoprotein,1265,United Kingdom,2020-01-29,2020,1,29
QOS14146,A,ORF3a protein,275,United Kingdom,2020-01-29,2020,1,29
QOS14147,A,envelope protein,75,United Kingdom,2020-01-29,2020,1,29
QOS14148,A,membrane glycoprotein,222,United Kingdom,2020-01-29,2020,1,29
QOS14149,A,ORF6 protein,61,United Kingdom,2020-01-29,2020,1,29
QOS14150,A,ORF7a protein,121,United Kingdom,2020-01-29,2020,1,29
QOS14151,A,ORF7b protein,43,United Kingdom,2020-01-29,2020,1,29
QOS14152,A,ORF8 protein,121,United Kingdom,2020-01-29,2020,1,29
QOS14153,A,nucleocapsid phosphoprotein,419,United Kingdom,2020-01-29,2020,1,29
QOS14154,A,ORF10 protein,38,United Kingdom,2020-01-29,2020,1,29
QOD07307,B,ORF1ab polyprotein,7096,United Kingdom,2020-05-01,2020,5,1
QOD07308,B,ORF1a polyprotein,4405,United Kingdom,2020-05-01,2020,5,1
QOD07309,B,surface glycoprotein,1273,United Kingdom,2020-05-01,2020,5,1
QOD07310,B,ORF3a protein,275,United Kingdom,2020-05-01,2020,5,1
QOD07311,B,envelope protein,75,United Kingdom,2020-05-01,2020,5,1
QOD07312,B,membrane glycoprotein,222,United Kingdom,2020-05-01,2020,5,1
QOD07313,B,ORF6 protein,61,United Kingdom,2020-05-01,2020,5,1
QOD07314,B,ORF7a protein,121,United Kingdom,2020-05-01,2020,5,1
QOD07315,B,ORF7b protein,43,United Kingdom,2020-05-01,2020,5,1
QOD07316,B,ORF8 protein,121,United Kingdom,2020-05-01,2020,5,1
QOD07317,B,nucleocapsid phosphoprotein,419,United Kingdom,2020-05-01,2020,5,1
QOD07318,B,ORF10 protein,38,United Kingdom,2020-05-01,2020,5,1
QWU96255,B,ORF1ab polyprotein,7096,Poland,2021-04-29,2021,4,29
QWU96256,B,ORF1a polyprotein,4405,Poland,2021-04-29,2021,4,29
QWU96257,B,surface glycoprotein,1273,Poland,2021-04-29,2021,4,29
QWU96258,B,ORF3a protein,275,Poland,2021-04-29,2021,4,29
QWU96259,B,envelope protein,75,Poland,2021-04-29,2021,4,29
QWU96260,B,membrane glycoprotein,222,Poland,2021-04-29,2021,4,29
QWU96261,B,ORF6 protein,61,Poland,2021-04-29,2021,4,29
QWU96262,B,ORF7a protein,121,Poland,2021-04-29,2021,4,29
QWU96263,B,ORF7b protein,43,Poland,2021-04-29,2021,4,29
QWU96264,B,ORF8 protein,121,Poland,2021-04-29,2021,4,29
QWU96265,B,nucleocapsid phosphoprotein,419,Poland,2021-04-29,2021,4,29
QWU96266,B,ORF10 protein,38,Poland,2021-04-29,2021,4,29
QUJ17737,B.1.1.7,ORF1ab polyprotein,7093,Poland,2020-03-15,2020,3,15
QUJ17738,B.1.1.7,ORF1a polyprotein,4402,Poland,2020-03-15,2020,3,15
QUJ17739,B.1.1.7,surface glycoprotein,1270,Poland,2020-03-15,2020,3,15
QUJ17740,B.1.1.7,ORF3a protein,275,Poland,2020-03-15,2020,3,15
QUJ17741,B.1.1.7,envelope protein,75,Poland,2020-03-15,2020,3,15
QUJ17742,B.1.1.7,membrane glycoprotein,222,Poland,2020-03-15,2020,3,15
QUJ17743,B.1.1.7,ORF6 protein,61,Poland,2020-03-15,2020,3,15
QUJ17744,B.1.1.7,ORF7a protein,121,Poland,2020-03-15,2020,3,15
QUJ17745,B.1.1.7,ORF7b protein,43,Poland,2020-03-15,2020,3,15
QUJ17746,B.1.1.7,,26,Poland,2020-03-15,2020,3,15
QUJ17747,B.1.1.7,nucleocapsid phosphoprotein,419,Poland,2020-03-15,2020,3,15
QUJ17748,B.1.1.7,ORF10 protein,38,Poland,2020-03-15,2020,3,15
QUJ17785,B.1.258,ORF1ab polyprotein,7096,Poland,2020-03-15,2020,3,15
QUJ17786,B.1.258,ORF1a polyprotein,4405,Poland,2020-03-15,2020,3,15
QUJ17787,B.1.258,surface glycoprotein,1271,Poland,2020-03-15,2020,3,15
QUJ17788,B.1.258,ORF3a protein,275,Poland,2020-03-15,2020,3,15
QUJ17789,B.1.258,envelope protein,75,Poland,2020-03-15,2020,3,15
QUJ17790,B.1.258,membrane glycoprotein,222,Poland,2020-03-15,2020,3,15
QUJ17791,B.1.258,ORF6 protein,61,Poland,2020-03-15,2020,3,15
QUJ17792,B.1.258,ORF7a protein,121,Poland,2020-03-15,2020,3,15
QUJ17793,B.1.258,ORF7b protein,43,Poland,2020-03-15,2020,3,15
QUJ17794,B.1.258,ORF8 protein,121,Poland,2020-03-15,2020,3,15
QUJ17795,B.1.258,nucleocapsid phosphoprotein,419,Poland,2020-03-15,2020,3,15
QUJ17796,B.1.258,ORF10 protein,38,Poland,2020-03-15,2020,3,15
QUJ18040,B.1.258,ORF1ab polyprotein,7096,Poland,2020-01-20,2020,1,20
QUJ18041,B.1.258,ORF1a polyprotein,4405,Poland,2020-01-20,2020,1,20
QUJ18042,B.1.258,surface glycoprotein,1273,Poland,2020-01-20,2020,1,20
QUJ18043,B.1.258,ORF3a protein,275,Poland,2020-01-20,2020,1,20
QUJ18044,B.1.258,envelope protein,75,Poland,2020-01-20,2020,1,20
QUJ18045,B.1.258,membrane glycoprotein,222,Poland,2020-01-20,2020,1,20
QUJ18046,B.1.258,ORF6 protein,61,Poland,2020-01-20,2020,1,20
QUJ18047,B.1.258,ORF7a protein,121,Poland,2020-01-20,2020,1,20
QUJ18048,B.1.258,ORF7b protein,43,Poland,2020-01-20,2020,1,20
QUJ18049,B.1.258,ORF8 protein,121,Poland,2020-01-20,2020,1,20
QUJ18050,B.1.258,nucleocapsid phosphoprotein,419,Poland,2020-01-20,2020,1,20
QUJ18051,B.1.258,ORF10 protein,38,Poland,2020-01-20,2020,1,20
QUJ18062,B.1.1.170,ORF1ab polyprotein,7096,Poland,2021-01-20,2021,1,20
QUJ18063,B.1.1.170,ORF1a polyprotein,4405,Poland,2021-01-20,2021,1,20
QUJ18064,B.1.1.170,surface glycoprotein,1273,Poland,2021-01-20,2021,1,20
QUJ18065,B.1.1.170,ORF3a protein,275,Poland,2021-01-20,2021,1,20
QUJ18066,B.1.1.170,envelope protein,75,Poland,2021-01-20,2021,1,20
QUJ18067,B.1.1.170,membrane glycoprotein,222,Poland,2021-01-20,2021,1,20
QUJ18068,B.1.1.170,ORF6 protein,61,Poland,2021-01-20,2021,1,20
QUJ18069,B.1.1.170,ORF7a protein,121,Poland,2021-01-20,2021,1,20
QUJ18070,B.1.1.170,ORF7b protein,43,Poland,2021-01-20,2021,1,20
QUJ18071,B.1.1.170,ORF8 protein,121,Poland,2021-01-20,2021,1,20
QUJ18072,B.1.1.170,nucleocapsid phosphoprotein,419,Poland,2021-01-20,2021,1,20
QUJ18073,B.1.1.170,ORF10 protein,38,Poland,2021-01-20,2021,1,20
QUJ18074,B.1.258,ORF1ab polyprotein,7096,Poland,2021-01-07,2021,1,7
QUJ18075,B.1.258,ORF1a polyprotein,4405,Poland,2021-01-07,2021,1,7
QUJ18076,B.1.258,surface glycoprotein,1273,Poland,2021-01-07,2021,1,7
QUJ18077,B.1.258,ORF3a protein,275,Poland,2021-01-07,2021,1,7
QUJ18078,B.1.258,envelope protein,75,Poland,2021-01-07,2021,1,7
QUJ18079,B.1.258,membrane glycoprotein,222,Poland,2021-01-07,2021,1,7
QUJ18080,B.1.258,ORF6 protein,61,Poland,2021-01-07,2021,1,7
QUJ18081,B.1.258,ORF7a protein,121,Poland,2021-01-07,2021,1,7
QUJ18082,B.1.258,ORF7b protein,43,Poland,2021-01-07,2021,1,7
QUJ18083,B.1.258,ORF8 protein,121,Poland,2021-01-07,2021,1,7
QUJ18084,B.1.258,nucleocapsid phosphoprotein,419,Poland,2021-01-07,2021,1,7
QUJ18085,B.1.258,ORF10 protein,38,Poland,2021-01-07,2021,1,7
QUJ18122,B.1.88.1,ORF1ab polyprotein,7096,Poland,2021-01-14,2021,1,14
QUJ18123,B.1.88.1,ORF1a polyprotein,4405,Poland,2021-01-14,2021,1,14
QUJ18124,B.1.88.1,surface glycoprotein,1273,Poland,2021-01-14,2021,1,14
QUJ18125,B.1.88.1,ORF3a protein,275,Poland,2021-01-14,2021,1,14
QUJ18126,B.1.88.1,envelope protein,75,Poland,2021-01-14,2021,1,14
QUJ18127,B.1.88.1,membrane glycoprotein,222,Poland,2021-01-14,2021,1,14
QUJ18128,B.1.88.1,ORF6 protein,61,Poland,2021-01-14,2021,1,14
QUJ18129,B.1.88.1,ORF7a protein,121,Poland,2021-01-14,2021,1,14
QUJ18130,B.1.88.1,ORF7b protein,43,Poland,2021-01-14,2021,1,14
QUJ18131,B.1.88.1,ORF8 protein,121,Poland,2021-01-14,2021,1,14
QUJ18132,B.1.88.1,nucleocapsid phosphoprotein,419,Poland,2021-01-14,2021,1,14
QUJ18133,B.1.88.1,ORF10 protein,38,Poland,2021-01-14,2021,1,14
QPF48054,B.1.187,ORF1ab polyprotein,7096,Poland,2020-04-23,2020,4,23
QPF48055,B.1.187,ORF1a polyprotein,4405,Poland,2020-04-23,2020,4,23
QPF48056,B.1.187,surface glycoprotein,1273,Poland,2020-04-23,2020,4,23
QPF48057,B.1.187,ORF3a protein,275,Poland,2020-04-23,2020,4,23
QPF48058,B.1.187,envelope protein,75,Poland,2020-04-23,2020,4,23
QPF48059,B.1.187,membrane glycoprotein,222,Poland,2020-04-23,2020,4,23
QPF48060,B.1.187,ORF6 protein,61,Poland,2020-04-23,2020,4,23
QPF48061,B.1.187,ORF7a protein,121,Poland,2020-04-23,2020,4,23
QPF48062,B.1.187,ORF7b protein,43,Poland,2020-04-23,2020,4,23
QPF48063,B.1.187,ORF8 protein,121,Poland,2020-04-23,2020,4,23
QPF48064,B.1.187,nucleocapsid phosphoprotein,419,Poland,2020-04-23,2020,4,23
QPF48065,B.1.187,ORF10 protein,38,Poland,2020-04-23,2020,4,23
QPF48066,B.1,ORF1ab polyprotein,7096,Poland,2020-04-22,2020,4,22
QPF48067,B.1,ORF1a polyprotein,4405,Poland,2020-04-22,2020,4,22
QPF48068,B.1,surface glycoprotein,1271,Poland,2020-04-22,2020,4,22
QPF48069,B.1,ORF3a protein,275,Poland,2020-04-22,2020,4,22
QPF48070,B.1,envelope protein,75,Poland,2020-04-22,2020,4,22
QPF48071,B.1,membrane glycoprotein,222,Poland,2020-04-22,2020,4,22
QPF48072,B.1,ORF6 protein,61,Poland,2020-04-22,2020,4,22
QPF48073,B.1,ORF7a protein,121,Poland,2020-04-22,2020,4,22
QPF48074,B.1,ORF7b protein,43,Poland,2020-04-22,2020,4,22
QPF48075,B.1,ORF8 protein,121,Poland,2020-04-22,2020,4,22
QPF48076,B.1,nucleocapsid phosphoprotein,419,Poland,2020-04-22,2020,4,22
QPF48077,B.1,ORF10 protein,38,Poland,2020-04-22,2020,4,22
QPF48102,B.40,ORF1ab polyprotein,7096,Poland,2020-04-07,2020,4,7
QPF48103,B.40,ORF1a polyprotein,4405,Poland,2020-04-07,2020,4,7
QPF48104,B.40,surface glycoprotein,1273,Poland,2020-04-07,2020,4,7
QPF48105,B.40,ORF3a protein,275,Poland,2020-04-07,2020,4,7
QPF48106,B.40,envelope protein,75,Poland,2020-04-07,2020,4,7
QPF48107,B.40,membrane glycoprotein,222,Poland,2020-04-07,2020,4,7
QPF48108,B.40,ORF6 protein,61,Poland,2020-04-07,2020,4,7
QPF48109,B.40,ORF7a protein,121,Poland,2020-04-07,2020,4,7
QPF48110,B.40,ORF7b protein,43,Poland,2020-04-07,2020,4,7
QPF48111,B.40,ORF8 protein,121,Poland,2020-04-07,2020,4,7
QPF48112,B.40,nucleocapsid phosphoprotein,419,Poland,2020-04-07,2020,4,7
QPF48113,B.40,ORF10 protein,38,Poland,2020-04-07,2020,4,7
QPF48210,B.1,ORF1ab polyprotein,7096,Poland,2020-03-28,2020,3,28
QPF48211,B.1,ORF1a polyprotein,4405,Poland,2020-03-28,2020,3,28
QPF48212,B.1,surface glycoprotein,1273,Poland,2020-03-28,2020,3,28
QPF48213,B.1,ORF3a protein,275,Poland,2020-03-28,2020,3,28
QPF48214,B.1,envelope protein,75,Poland,2020-03-28,2020,3,28
QPF48215,B.1,membrane glycoprotein,222,Poland,2020-03-28,2020,3,28
QPF48216,B.1,ORF6 protein,61,Poland,2020-03-28,2020,3,28
QPF48217,B.1,ORF7a protein,121,Poland,2020-03-28,2020,3,28
QPF48218,B.1,ORF7b protein,43,Poland,2020-03-28,2020,3,28
QPF48219,B.1,ORF8 protein,121,Poland,2020-03-28,2020,3,28
QPF48220,B.1,nucleocapsid phosphoprotein,419,Poland,2020-03-28,2020,3,28
QPF48221,B.1,ORF10 protein,38,Poland,2020-03-28,2020,3,28
